"Rate Date","Rate Type","Range","Weighted Average"
"7/29/2009","OBB Rate","4.7000 - 8.0000","7.0800",
"7/28/2009","180-Day","NIL","NIL",
"7/28/2009","30-Day","NIL","NIL",
"7/28/2009","360-Day","NIL","NIL",
"7/28/2009","60-Day","NIL","NIL",
"7/28/2009","7-Day","NIL","NIL",
"7/28/2009","90-Day","NIL","NIL",
"7/28/2009","Call Rate","10.0000 - 14.0000","11.2900",
"7/28/2009","OBB Rate","5.0000 - 8.0000","6.4600",
"7/27/2009","180-Day","NIL","NIL",
"7/27/2009","30-Day","NIL","NIL",
"7/27/2009","360-Day","NIL","NIL",
"7/27/2009","60-Day","NIL","NIL",
"7/27/2009","7-Day","NIL","NIL",
"7/27/2009","90-Day","NIL","NIL",
"7/27/2009","Call Rate","9.5000 - 10.0000","9.7200",
"7/27/2009","OBB Rate","4.3000 - 8.0000","7.3700",
"7/24/2009","180-Day","NIL","NIL",
"7/24/2009","30-Day","NIL","NIL",
"7/24/2009","360-Day","NIL","NIL",
"7/24/2009","60-Day","NIL","NIL",
"7/24/2009","7-Day","NIL","NIL",
"7/24/2009","90-Day","NIL","NIL",
"7/24/2009","Call Rate","9.0000 - 9.5000","9.0700",
"7/24/2009","OBB Rate","6.0000 - 8.0000","6.7100",
"7/23/2009","180-Day","NIL","NIL",
"7/23/2009","30-Day","NIL","NIL",
"7/23/2009","360-Day","NIL","NIL",
"7/23/2009","60-Day","NIL","NIL",
"7/23/2009","7-Day","12.0000 - 12.0000","12.0000",
"7/23/2009","90-Day","NIL","NIL",
"7/23/2009","Call Rate","8.0000 - 9.5000","9.0200",
"7/23/2009","OBB Rate","3.0000 - 8.0000","6.8700",
"7/22/2009","180-Day","NIL","NIL",
"7/22/2009","30-Day","15.0000 - 16.0000","15.1700",
"7/22/2009","360-Day","NIL","NIL",
"7/22/2009","60-Day","15.5000 - 15.5000","15.5000",
"7/22/2009","7-Day","NIL","NIL",
"7/22/2009","90-Day","NIL","NIL",
"7/22/2009","Call Rate","9.7500 - 14.0000","10.9600",
"7/22/2009","OBB Rate","6.0000 - 8.0000","7.9000",
"7/21/2009","180-Day","NIL","NIL",
"7/21/2009","30-Day","NIL","NIL",
"7/21/2009","360-Day","NIL","NIL",
"7/21/2009","60-Day","NIL","NIL",
"7/21/2009","7-Day","NIL","NIL",
"7/21/2009","90-Day","NIL","NIL",
"7/21/2009","Call Rate","20.0000 - 20.0000","20.0000",
"7/21/2009","OBB Rate","8.0000 - 8.0000","8.0000",
"7/20/2009","180-Day","NIL","NIL",
"7/20/2009","30-Day","NIL","NIL",
"7/20/2009","360-Day","NIL","NIL",
"7/20/2009","60-Day","NIL","NIL",
"7/20/2009","7-Day","NIL","NIL",
"7/20/2009","90-Day","NIL","NIL",
"7/20/2009","Call Rate","15.0000 - 24.0000","17.3500",
"7/20/2009","OBB Rate","3.4500 - 8.0000","7.9500",
"7/17/2009","180-Day","NIL","NIL",
"7/17/2009","30-Day","21.0000 - 21.0000","21.0000 - 21.0000",
"7/17/2009","360-Day","NIL","NIL",
"7/17/2009","60-Day","NIL","NIL",
"7/17/2009","7-Day","NIL","NIL",
"7/17/2009","90-Day","NIL","NIL",
"7/17/2009","Call Rate","23.7500 - 24.0000","23.9200",
"7/17/2009","OBB Rate","3.8500 - 8.0000","7.9400",
"7/16/2009","180-Day","NIL","NIL",
"7/16/2009","30-Day","NIL","NIL",
"7/16/2009","360-Day","NIL","NIL",
"7/16/2009","60-Day","NIL","NIL",
"7/16/2009","7-Day","NIL","NIL",
"7/16/2009","90-Day","NIL","NIL",
"7/16/2009","Call Rate","24.0000 - 24.0000","24.0000",
"7/16/2009","OBB Rate","8.0000 - 8.0000","8.0000",
"7/15/2009","180-Day","NIL","NIL",
"7/15/2009","30-Day","NIL","NIL",
"7/15/2009","360-Day","NIL","NIL",
"7/15/2009","60-Day","NIL","NIL",
"7/15/2009","7-Day","NIL","NIL",
"7/15/2009","90-Day","NIL","NIL",
"7/15/2009","Call Rate","20.5000 - 23.5000","22.7500",
"7/15/2009","OBB Rate","8.0000 - 8.0000","8.0000",
"7/14/2009","180-Day","NIL","NIL",
"7/14/2009","30-Day","NIL","NIL",
"7/14/2009","360-Day","NIL","NIL",
"7/14/2009","60-Day","NIL","NIL",
"7/14/2009","7-Day","N","NIL",
"7/14/2009","90-Day","NIL","NIL",
"7/14/2009","Call Rate","20.0000 - 22.0000","20.7100",
"7/14/2009","OBB Rate","3.4500 - 8.0000","7.9500",
"7/13/2009","180-Day","NIL","NIL",
"7/13/2009","30-Day","NIL","NIL",
"7/13/2009","360-Day","NIL","NIL",
"7/13/2009","60-Day","NIL","NIL",
"7/13/2009","7-Day","NIL","NIL",
"7/13/2009","90-Day","NIL","NIL",
"7/13/2009","Call Rate","22.0000 - 22.0000","22.0000",
"7/13/2009","OBB Rate","4.0000 - 8.0000","7.9800",
"7/10/2009","180-Day","NIL","NIL",
"7/10/2009","30-Day","NIL","NIL",
"7/10/2009","360-Day","NIL","NIL",
"7/10/2009","60-Day","NIL","NIL",
"7/10/2009","7-Day","NIL","NIL",
"7/10/2009","90-Day","NIL","NIL",
"7/10/2009","Call Rate","20.0000 - 22.0000","21.2500",
"7/10/2009","OBB Rate","3.6500 - 8.0000","7.9000",
"7/9/2009","180-Day","NIL","NIL",
"7/9/2009","30-Day","NIL","NIL",
"7/9/2009","360-Day","NIL","NIL",
"7/9/2009","60-Day","NIL","NIL",
"7/9/2009","7-Day","NIL","NIL",
"7/9/2009","90-Day","NIL","NIL",
"7/9/2009","Call Rate","15.0000 - 22.0000","20.7600",
"7/9/2009","OBB Rate","4.8000 - 4.8000","7.8900",
"7/8/2009","180-Day","NIL","NIL",
"7/8/2009","30-Day","20.0000 - 20.0000","20.0000",
"7/8/2009","360-Day","NIL","NIL",
"7/8/2009","60-Day","NIL","NIL",
"7/8/2009","7-Day","NIL","NIL",
"7/8/2009","90-Day","NIL","NIL",
"7/8/2009","Call Rate","21.5000 - 22.0000","21.9100",
"7/8/2009","OBB Rate","3.8000 - 8.0000","7.7600",
"7/7/2009","180-Day","NIL","NIL",
"7/7/2009","30-Day","NIL","NIL",
"7/7/2009","360-Day","NIL","NIL",
"7/7/2009","60-Day","NIL","NIL",
"7/7/2009","7-Day","NIL","NIL",
"7/7/2009","90-Day","NIL","NIL",
"7/7/2009","Call Rate","21.5000 - 22.0000","21.77000",
"7/7/2009","OBB Rate","3.7000 - 8.0000","7.4300",
"7/6/2009","180-Day","NIL","NIL",
"7/6/2009","30-Day","NIL","NIL",
"7/6/2009","360-Day","NIL","NIL",
"7/6/2009","60-Day","NIL","NIL",
"7/6/2009","7-Day","NIL","NIL",
"7/6/2009","90-Day","NIL","NIL",
"7/6/2009","Call Rate","20.7500 - 22.0000","21.3400",
"7/6/2009","OBB Rate","3.6000 - 8.0000","7.4700",
"7/3/2009","180-Day","NIL","NIL",
"7/3/2009","30-Day","NIL","NIL",
"7/3/2009","360-Day","NIL","NIL",
"7/3/2009","60-Day","NIL","NIL",
"7/3/2009","7-Day","NIL","NIL",
"7/3/2009","90-Day","NIL","NIL",
"7/3/2009","Call Rate","21.0000 - 22.0000","21.9100",
"7/3/2009","OBB Rate","3.5000 - 8.0000","7.2600",
"7/2/2009","180-Day","NIL","NIL",
"7/2/2009","30-Day","NIL","NIL",
"7/2/2009","360-Day","NIL","NIL",
"7/2/2009","60-Day","NIL","NIL",
"7/2/2009","7-Day","NIL","NIL",
"7/2/2009","90-Day","NIL","NIL",
"7/2/2009","Call Rate","22.0000 - 22.0000","22.0000",
"7/2/2009","OBB Rate","3.5500 - 8.0000","7.1000",
"7/1/2009","180-Day","NIL","NIL",
"7/1/2009","30-Day","NIL","NIL",
"7/1/2009","360-Day","NIL","NIL",
"7/1/2009","60-Day","NIL","NIL",
"7/1/2009","7-Day","NIL","NIL",
"7/1/2009","90-Day","NIL","NIL",
"7/1/2009","Call Rate","21.0000 - 21.7500","21.4000",
"7/1/2009","OBB Rate","3.9000 - 8.0000","7.2800",
"6/30/2009","180-Day","NIL","NIL",
"6/30/2009","30-Day","NIL","NIL",
"6/30/2009","360-Day","NIL","NIL",
"6/30/2009","60-Day","NIL","NIL",
"6/30/2009","7-Day","NIL","NIL",
"6/30/2009","90-Day","NIL","NIL",
"6/30/2009","Call Rate","15.0000 - 22.0000","20.9600",
"6/30/2009","OBB Rate","4.0500 - 8.0000","7.3100",
"6/29/2009","180-Day","NIL","NIL",
"6/29/2009","30-Day","NIL","NIL",
"6/29/2009","360-Day","NIL","NIL",
"6/29/2009","60-Day","NIL","NIL",
"6/29/2009","7-Day","NIL","NIL",
"6/29/2009","90-Day","NIL","NIL",
"6/29/2009","Call Rate","20.0000 - 22.0000","20.6400",
"6/29/2009","OBB Rate","4.3000 - 8.0000","7.6000",
"6/26/2009","180-Day","NIL","NIL",
"6/26/2009","30-Day","NIL","NIL",
"6/26/2009","360-Day","NIL","NIL",
"6/26/2009","60-Day","NIL","NIL",
"6/26/2009","7-Day","NIL","NIL",
"6/26/2009","90-Day","NIL","NIL",
"6/26/2009","Call Rate","15.0000 - 19.7500","18.7500",
"6/26/2009","OBB Rate","3.6500 - 8.0000","7.6300",
"6/25/2009","180-Day","NIL","NIL",
"6/25/2009","30-Day","NIL","NIL",
"6/25/2009","360-Day","NIL","NIL",
"6/25/2009","60-Day","NIL","NIL",
"6/25/2009","7-Day","NIL","NIL",
"6/25/2009","90-Day","NIL","NIL",
"6/25/2009","Call Rate","15.0000 - 19.5000","18.1000",
"6/25/2009","OBB Rate","3.6000 - 8.0000","7.5700",
"6/24/2009","180-Day","NIL","NIL",
"6/24/2009","30-Day","NIL","NIL",
"6/24/2009","360-Day","NIL","NIL",
"6/24/2009","60-Day","NIL","NIL",
"6/24/2009","7-Day","NIL","NIL",
"6/24/2009","90-Day","NIL","NIL",
"6/24/2009","Call Rate","18.2500 - 22.0000","20.2100",
"6/24/2009","OBB Rate","4.3000 - 8.0000","7.4600",
"6/23/2009","180-Day","NIL","NIL",
"6/23/2009","30-Day","NIL","NIL",
"6/23/2009","360-Day","NIL","NIL",
"6/23/2009","60-Day","NIL","NIL",
"6/23/2009","7-Day","NIL","NIL",
"6/23/2009","90-Day","NIL","NIL",
"6/23/2009","Call Rate","16.7500 - 19.0000","17.8800",
"6/23/2009","OBB Rate","5.1500 - 8.0000","7.3800",
"6/22/2009","180-Day","NIL","NIL",
"6/22/2009","30-Day","NIL","NIL",
"6/22/2009","360-Day","NIL","NIL",
"6/22/2009","60-Day","NIL","NIL",
"6/22/2009","7-Day","NIL","NIL",
"6/22/2009","90-Day","NIL","NIL",
"6/22/2009","Call Rate","8.0000 - 18.5000","16.5900",
"6/22/2009","OBB Rate","5.0000 - 8.0000","7.2600",
"6/19/2009","180-Day","NIL","NIL",
"6/19/2009","30-Day","NIL","NIL",
"6/19/2009","360-Day","NIL","NIL",
"6/19/2009","60-Day","NIL","NIL",
"6/19/2009","7-Day","9.0000 - 9.0000","9.0000",
"6/19/2009","90-Day","NIL","NIL",
"6/19/2009","Call Rate","17.0000 - 18.0000","17.1100",
"6/19/2009","OBB Rate","5.1000 - 8.0000","6.9600",
"6/18/2009","180-Day","NIL","NIL",
"6/18/2009","30-Day","NIL","NIL",
"6/18/2009","360-Day","NIL","NIL",
"6/18/2009","60-Day","NIL","NIL",
"6/18/2009","7-Day","NIL","NIL",
"6/18/2009","90-Day","NIL","NIL",
"6/18/2009","Call Rate","12.0000 - 16.5000","16.3100",
"6/18/2009","OBB Rate","5.4500 - 7.7500","7.3600",
"6/17/2009","180-Day","NIL","NIL",
"6/17/2009","30-Day","NIL","NIL",
"6/17/2009","360-Day","NIL","NIL",
"6/17/2009","60-Day","NIL","NIL",
"6/17/2009","7-Day","NIL","NIL",
"6/17/2009","90-Day","NIL","NIL",
"6/17/2009","Call Rate","15.0000 - 20.0000","16.2200",
"6/17/2009","OBB Rate","7.0000 - 8.0000","7.5700",
"6/16/2009","180-Day","NIL","NIL",
"6/16/2009","30-Day","NIL","NIL",
"6/16/2009","360-Day","NIL","NIL",
"6/16/2009","60-Day","NIL","NIL",
"6/16/2009","7-Day","NIL","NIL",
"6/16/2009","90-Day","NIL","NIL",
"6/16/2009","Call Rate","18.2500 - 22.0000","20.5600",
"6/16/2009","OBB Rate","8.0000 - 8.0000","8.0000",
"6/15/2009","180-Day","NIL","NIL",
"6/15/2009","30-Day","NIL","NIL",
"6/15/2009","360-Day","NIL","NIL",
"6/15/2009","60-Day","NIL","NIL",
"6/15/2009","7-Day","NIL","NIL",
"6/15/2009","90-Day","NIL","NIL",
"6/15/2009","Call Rate","22.0000 - 22.0000","22.0000",
"6/15/2009","OBB Rate","4.5000 - 8.0000","7.8600",
"6/12/2009","180-Day","NIL","NIL",
"6/12/2009","30-Day","NIL","NIL",
"6/12/2009","360-Day","NIL","NIL",
"6/12/2009","60-Day","NIL","NIL",
"6/12/2009","7-Day","NIL","NIL",
"6/12/2009","90-Day","NIL","NIL",
"6/12/2009","Call Rate","20.0000 - 22.0000","20.9700",
"6/12/2009","OBB Rate","8.0000 -8.00000","8.0000",
"6/11/2009","180-Day","NIL","NIL",
"6/11/2009","30-Day","NIL","NIL",
"6/11/2009","360-Day","NIL","NIL",
"6/11/2009","60-Day","NIL","NIL",
"6/11/2009","7-Day","NIL","NIL",
"6/11/2009","90-Day","NIL","NIL",
"6/11/2009","Call Rate","18.5000 -22.0000","19.6400",
"6/11/2009","OBB Rate","5.8000 - 8.0000","7.9700",
"6/10/2009","180-Day","NIL","NIL",
"6/10/2009","30-Day","NIL","NIL",
"6/10/2009","360-Day","NIL","NIL",
"6/10/2009","60-Day","NIL","NIL",
"6/10/2009","7-Day","NIL","NIL",
"6/10/2009","90-Day","NIL","NIL",
"6/10/2009","Call Rate","22.0000 - 22.0000","22.0000",
"6/10/2009","OBB Rate","7.5000 - 8.0000","7.9800",
"6/9/2009","180-Day","NIL","NIL",
"6/9/2009","30-Day","NIL","NIL",
"6/9/2009","360-Day","NIL","NIL",
"6/9/2009","60-Day","NIL","NIL",
"6/9/2009","7-Day","NIL","NIL",
"6/9/2009","90-Day","NIL","NIL",
"6/9/2009","Call Rate","19.0000 - 22.0000","20.6500",
"6/9/2009","OBB Rate","7.7500 - 8.0000","7.9300",
"6/8/2009","180-Day","NIL","NIL",
"6/8/2009","30-Day","NIL","NIL",
"6/8/2009","360-Day","NIL","NIL",
"6/8/2009","60-Day","NIL","NIL",
"6/8/2009","7-Day","NIL","NIL",
"6/8/2009","90-Day","NIL","NIL",
"6/8/2009","Call Rate","20.5000 - 21.5000","21.2100",
"6/8/2009","OBB Rate","7.0000 - 8.0000","7.8800",
"6/5/2009","180-Day","NIL","NIL",
"6/5/2009","30-Day","NIL","NIL",
"6/5/2009","360-Day","NIL","NIL",
"6/5/2009","60-Day","NIL","NIL",
"6/5/2009","7-Day","NIL","NIL",
"6/5/2009","90-Day","NIL","NIL",
"6/5/2009","Call Rate","19.0000 - 20.0000","19.3200",
"6/5/2009","OBB Rate","7.5000 - 8.0000","7.9600",
"6/4/2009","180-Day","NIL","NIL",
"6/4/2009","30-Day","NIL","NIL",
"6/4/2009","360-Day","NIL","NIL",
"6/4/2009","60-Day","NIL","NIL",
"6/4/2009","7-Day","NIL","NIL",
"6/4/2009","90-Day","NIL","NIL",
"6/4/2009","Call Rate","18.0000 - 21.6500","18.9600",
"6/4/2009","OBB Rate","5.8500 - 8.0000","7.7600",
"6/3/2009","180-Day","NIL","NIL",
"6/3/2009","30-Day","NIL","NIL",
"6/3/2009","360-Day","NIL","NIL",
"6/3/2009","60-Day","NIL","NIL",
"6/3/2009","7-Day","NIL","NIL",
"6/3/2009","90-Day","NIL","NIL",
"6/3/2009","Call Rate","9.0000 - 18.5000","12.7200",
"6/3/2009","OBB Rate","6.5000 - 8.0000","7.9300",
"6/2/2009","180-Day","NIL","NIL",
"6/2/2009","30-Day","NIL","NIL",
"6/2/2009","360-Day","NIL","NIL",
"6/2/2009","60-Day","NIL","NIL",
"6/2/2009","7-Day","NIL","NIL",
"6/2/2009","90-Day","NIL","NIL",
"6/2/2009","Call Rate","13.0000 - 18.7500","17.3100",
"6/2/2009","OBB Rate","7.0000 - 8.0000","7.9300",
"6/1/2009","180-Day","NIL","NIL",
"6/1/2009","30-Day","NIL","NIL",
"6/1/2009","360-Day","NIL","NIL",
"6/1/2009","60-Day","NIL","NIL",
"6/1/2009","7-Day","NIL","NIL",
"6/1/2009","90-Day","NIL","NIL",
"6/1/2009","Call Rate","16.0000 - 18.0000","16.6700",
"6/1/2009","OBB Rate","6.0000 - 9.2500","7.6800",
"5/28/2009","180-Day","NIL","NIL",
"5/28/2009","30-Day","NIL","NIL",
"5/28/2009","360-Day","NIL","NIL",
"5/28/2009","60-Day","NIL","NIL",
"5/28/2009","7-Day","NIL","NIL",
"5/28/2009","90-Day","NIL","NIL",
"5/28/2009","Call Rate","15.0000 - 18.0500","16.7600",
"5/28/2009","OBB Rate","6.7500 - 8.0000","7.7300",
"5/27/2009","180-Day","NIL","NIL",
"5/27/2009","30-Day","NIL","NIL",
"5/27/2009","360-Day","NIL","NIL",
"5/27/2009","60-Day","NIL","NIL",
"5/27/2009","7-Day","NIL","NIL",
"5/27/2009","90-Day","NIL","NIL",
"5/27/2009","Call Rate","15.0000 - 18.0000","16.7400",
"5/27/2009","OBB Rate","7.0000 - 8.0000","7.7400",
"5/26/2009","180-Day","NIL","NIL",
"5/26/2009","30-Day","NIL","NIL",
"5/26/2009","360-Day","NIL","NIL",
"5/26/2009","60-Day","NIL","NIL",
"5/26/2009","7-Day","NIL","NIL",
"5/26/2009","90-Day","NIL","NIL",
"5/26/2009","Call Rate","15.0000 - 15.0000","15.0000",
"5/26/2009","OBB Rate","7.5000 - 8.0000","7.9000",
"5/25/2009","180-Day","NIL","NIL",
"5/25/2009","30-Day","NIL","NIL",
"5/25/2009","360-Day","NIL","NIL",
"5/25/2009","60-Day","NIL","NIL",
"5/25/2009","7-Day","NIL","NIL",
"5/25/2009","90-Day","NIL","NIL",
"5/25/2009","Call Rate","14.5000 - 15.0000","14.7000",
"5/25/2009","OBB Rate","4.0000 - 8.0000","7.5700",
"5/22/2009","180-Day","NIL","NIL",
"5/22/2009","30-Day","NIL","NIL",
"5/22/2009","360-Day","NIL","NIL",
"5/22/2009","60-Day","NIL","NIL",
"5/22/2009","7-Day","NIL","NIL",
"5/22/2009","90-Day","NIL","NIL",
"5/22/2009","Call Rate","14.0000 - 15.0000","14.6000",
"5/22/2009","OBB Rate","6.7500 - 8.0000","7.7800",
"5/21/2009","180-Day","NIL","NIL",
"5/21/2009","30-Day","NIL","NIL",
"5/21/2009","360-Day","NIL","NIL",
"5/21/2009","60-Day","NIL","NIL",
"5/21/2009","7-Day","NIL","NIL",
"5/21/2009","90-Day","NIL","NIL",
"5/21/2009","Call Rate","13.0000 - 14.0000","13.4300",
"5/21/2009","OBB Rate","4.8900 - 8.0000","7.0800",
"5/20/2009","180-Day","NIL","NIL",
"5/20/2009","30-Day","NIL","NIL",
"5/20/2009","360-Day","NIL","NIL",
"5/20/2009","60-Day","NIL","NIL",
"5/20/2009","7-Day","NIL","NIL",
"5/20/2009","90-Day","NIL","NIL",
"5/20/2009","Call Rate","12.0000 - 15.0000","12.8100",
"5/20/2009","OBB Rate","6.5000 - 8.0000","7.4300",
"5/19/2009","180-Day","NIL","NIL",
"5/19/2009","30-Day","NIL","NIL",
"5/19/2009","360-Day","NIL","NIL",
"5/19/2009","60-Day","NIL","NIL",
"5/19/2009","7-Day","NIL","NIL",
"5/19/2009","90-Day","NIL","NIL",
"5/19/2009","Call Rate","11.0000 - 15.0000","12.6800",
"5/19/2009","OBB Rate","6.2500 - 8.0000","7.0500",
"5/18/2009","180-Day","NIL","NIL",
"5/18/2009","30-Day","20.5000 - 20.5000","20.5000",
"5/18/2009","360-Day","NIL","NIL",
"5/18/2009","60-Day","NIL","NIL",
"5/18/2009","7-Day","NIL","NIL",
"5/18/2009","90-Day","NIL","NIL",
"5/18/2009","Call Rate","12.0000 - 15.0000","14.8600",
"5/18/2009","OBB Rate","3.3000 - 8.0000","7.5500",
"5/15/2009","180-Day","NIL","NIL",
"5/15/2009","30-Day","14.7500 - 14.7500","14.7500",
"5/15/2009","360-Day","NIL","NIL",
"5/15/2009","60-Day","NIL","NIL",
"5/15/2009","7-Day","NIL","NIL",
"5/15/2009","90-Day","NIL","NIL",
"5/15/2009","Call Rate","14.0000 - 18.0000","14.5500",
"5/15/2009","OBB Rate","7.5000 - 8.0000","7.9000",
"5/14/2009","180-Day","NIL","NIL",
"5/14/2009","30-Day","NIL","NIL",
"5/14/2009","360-Day","NIL","NIL",
"5/14/2009","60-Day","NIL","NIL",
"5/14/2009","7-Day","NIL","NIL",
"5/14/2009","90-Day","NIL","NIL",
"5/14/2009","Call Rate","11.0000 - 15.7500","14.3000",
"5/14/2009","OBB Rate","7.2500 - 8.0000","7.7800",
"5/13/2009","180-Day","NIL","NIL",
"5/13/2009","30-Day","NIL","NIL",
"5/13/2009","360-Day","NIL","NIL",
"5/13/2009","60-Day","NIL","NIL",
"5/13/2009","7-Day","NIL","NIL",
"5/13/2009","90-Day","NIL","NIL",
"5/13/2009","Call Rate","12.5000 - 14.5000","13.9400",
"5/13/2009","OBB Rate","7.2500 - 8.0000","7.8200",
"5/12/2009","180-Day","NIL","NIL",
"5/12/2009","30-Day","NIL","NIL",
"5/12/2009","360-Day","NIL","NIL",
"5/12/2009","60-Day","NIL","NIL",
"5/12/2009","7-Day","NIL","NIL",
"5/12/2009","90-Day","NIL","NIL",
"5/12/2009","Call Rate","12.0000 - 13.0000","12.9500",
"5/12/2009","OBB Rate","6.7500 - 8.0000","7.8300",
"5/11/2009","180-Day","NIL","NIL",
"5/11/2009","30-Day","NIL","NIL",
"5/11/2009","360-Day","NIL","NIL",
"5/11/2009","60-Day","NIL","NIL",
"5/11/2009","7-Day","NIL","NIL",
"5/11/2009","90-Day","NIL","NIL",
"5/11/2009","Call Rate","12.0000 - 14.0000","12.9600",
"5/11/2009","OBB Rate","5.5000 - 8.0000","7.1200",
"5/8/2009","180-Day","NIL","NIL",
"5/8/2009","30-Day","NIL","NIL",
"5/8/2009","360-Day","NIL","NIL",
"5/8/2009","60-Day","NIL","NIL",
"5/8/2009","7-Day","NIL","NIL",
"5/8/2009","90-Day","NIL","NIL",
"5/8/2009","Call Rate","9.2500 - 15.0000","12.5700",
"5/8/2009","OBB Rate","4.0000 - 8.0000","6.6100",
"5/7/2009","180-Day","NIL","NIL",
"5/7/2009","30-Day","NIL","NIL",
"5/7/2009","360-Day","NIL","NIL",
"5/7/2009","60-Day","NIL","NIL",
"5/7/2009","7-Day","NIL","NIL",
"5/7/2009","90-Day","NIL","NIL",
"5/7/2009","Call Rate","9.0000 - 11.0000","10.4700",
"5/7/2009","OBB Rate","3.0000 - 7.5000","5.9700",
"5/6/2009","180-Day","NIL","NIL",
"5/6/2009","30-Day","NIL","NIL",
"5/6/2009","360-Day","NIL","NIL",
"5/6/2009","60-Day","NIL","NIL",
"5/6/2009","7-Day","NIL","NIL",
"5/6/2009","90-Day","NIL","NIL",
"5/6/2009","Call Rate","5.0000 - 10.0000","9.0200",
"5/6/2009","OBB Rate","4.0000 - 8.0000","5.6700",
"5/5/2009","180-Day","NIL","NIL",
"5/5/2009","30-Day","NIL","NIL",
"5/5/2009","360-Day","NIL","NIL",
"5/5/2009","60-Day","NIL","NIL",
"5/5/2009","7-Day","12.5000 - 12.5000","12.5000",
"5/5/2009","90-Day","NIL","NIL",
"5/5/2009","Call Rate","7.0000 - 10.7500","8.7700",
"5/5/2009","OBB Rate","4.0000 - 8.0000","5.1700",
"5/4/2009","180-Day","NIL","NIL",
"5/4/2009","30-Day","NIL","NIL",
"5/4/2009","360-Day","NIL","NIL",
"5/4/2009","60-Day","NIL","NIL",
"5/4/2009","7-Day","NIL","NIL",
"5/4/2009","90-Day","NIL","NIL",
"5/4/2009","Call Rate","5.0000- 12.5000","9.0700",
"5/4/2009","OBB Rate","5.0000 - 8.0000","6.0600",
"4/30/2009","180-Day","NIL","NIL",
"4/30/2009","30-Day","NIL","NIL",
"4/30/2009","360-Day","NIL","NIL",
"4/30/2009","60-Day","NIL","NIL",
"4/30/2009","7-Day","NIL","NIL",
"4/30/2009","90-Day","NIL","NIL",
"4/30/2009","Call Rate","7.7500 - 14.0000","11.1500",
"4/30/2009","OBB Rate","5.0000 - 8.0000","6.2100",
"4/29/2009","180-Day","NIL","NIL",
"4/29/2009","30-Day","NIL","NIL",
"4/29/2009","360-Day","NIL","NIL",
"4/29/2009","60-Day","NIL","NIL",
"4/29/2009","7-Day","12.0000 - 12.0000","12.0000",
"4/29/2009","Call Rate","8.0000 - 16.5000","10.5600",
"4/29/2009","OBB Rate","6.0000 - 8.0000","7.3000",
"4/28/2009","180-Day","NIL","NIL",
"4/28/2009","30-Day","NIL","NIL",
"4/28/2009","360-Day","NIL","NIL",
"4/28/2009","60-Day","NIL","NIL",
"4/28/2009","7-Day","NIL","NIL",
"4/28/2009","90-Day","NIL","NIL",
"4/28/2009","Call Rate","12.0000 - 14.5000","13.3900",
"4/28/2009","OBB Rate","6.5000 - 8.0000","7.4500",
"4/27/2009","180-Day","NIL","NIL",
"4/27/2009","30-Day","NIL","NIL",
"4/27/2009","360-Day","NIL","NIL",
"4/27/2009","60-Day","NIL","NIL",
"4/27/2009","7-Day","17.5000 - 17.5000","17.5000",
"4/27/2009","90-Day","NIL","NIL",
"4/27/2009","Call Rate","11.0000 - 14.0000","12.9000",
"4/27/2009","OBB Rate","6.7500 - 8.0000","7.3400",
"4/24/2009","180-Day","NIL","NIL",
"4/24/2009","30-Day","NIL","NIL",
"4/24/2009","360-Day","NIL","NIL",
"4/24/2009","60-Day","NIL","NIL",
"4/24/2009","7-Day","18.0000 - 18.0000","18.0000",
"4/24/2009","90-Day","NIL","NIL",
"4/24/2009","Call Rate","8.0000 - 13.5000","13.1000",
"4/24/2009","OBB Rate","6.0000 - 8.0000","6.9800",
"4/23/2009","180-Day","NIL","NIL",
"4/23/2009","30-Day","NIL","NIL",
"4/23/2009","360-Day","NIL","NIL",
"4/23/2009","60-Day","NIL","NIL",
"4/23/2009","7-Day","16.0000 - 16.0000","16.0000",
"4/23/2009","90-Day","NIL","NIL",
"4/23/2009","Call Rate","12.0000 - 15.0000","13.5900",
"4/23/2009","OBB Rate","6.0000 - 8.0000","7.0300",
"4/22/2009","180-Day","NIL","NIL",
"4/22/2009","30-Day","NIL","NIL",
"4/22/2009","360-Day","NIL","NIL",
"4/22/2009","60-Day","NIL","NIL",
"4/22/2009","7-Day","NIL","NIL",
"4/22/2009","90-Day","NIL","NIL",
"4/22/2009","Call Rate","11.0000 - 14.5000","12.2300",
"4/22/2009","OBB Rate","6.0000 - 10.0000","8.2100",
"4/21/2009","180-Day","NIL","NIL",
"4/21/2009","30-Day","NIL","NIL",
"4/21/2009","360-Day","NIL","NIL",
"4/21/2009","60-Day","NIL","NIL",
"4/21/2009","7-Day","NIL","NIL",
"4/21/2009","90-Day","NIL","NIL",
"4/21/2009","Call Rate","15.5000 - 17.0000","16.5000",
"4/21/2009","OBB Rate","7.0000 - 8.0000","7.5800",
"4/20/2009","180-Day","NIL","NIL",
"4/20/2009","30-Day","NIL","NIL",
"4/20/2009","360-Day","NIL","NIL",
"4/20/2009","60-Day","NIL","NIL",
"4/20/2009","7-Day","NIL","NIL",
